content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
no working FIX IT,2022-11-13 08:56:53,4.29.0,0.0,42.3,57.699999999999996,-29.599999999999998,Negative
Nc,2022-11-12 06:43:56,4.29.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-11-09 17:25:40,4.28.0,100.0,0.0,0.0,44.04,Positive
Ghj,2022-11-09 03:47:00,,0.0,0.0,100.0,0.0,Neutral
The best for ever,2022-11-08 16:33:18,4.28.0,58.3,0.0,41.699999999999996,63.690000000000005,Positive
Just baaaaaaaaaaaad,2022-11-08 03:08:12,4.29.0,0.0,0.0,100.0,0.0,Neutral
Worst app always show error even if you used the updated verison,2022-11-06 07:02:53,4.28.0,0.0,40.5,59.5,-77.83,Negative
Very good,2022-11-03 22:24:38,,76.2,0.0,23.799999999999997,49.27,Positive
The app now DOES NOT show the remaining data and minutes used in a particular package,2022-11-02 08:52:55,4.28.0,0.0,0.0,100.0,0.0,Neutral
Its not opening,2022-11-02 00:59:17,4.28.0,0.0,0.0,100.0,0.0,Neutral
I like this app,2022-11-01 15:41:30,,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Bad very,2022-11-01 08:05:58,4.28.0,0.0,77.8,22.2,-54.230000000000004,Negative
I cannot pay my bill using the app,2022-11-01 02:42:14,4.28.0,17.8,0.0,82.19999999999999,7.62,Positive
Good,2022-10-30 18:33:30,4.27.0,100.0,0.0,0.0,44.04,Positive
My network subscribe,2022-10-30 08:19:11,,0.0,0.0,100.0,0.0,Neutral
Service not good,2022-10-28 21:57:03,4.28.0,0.0,54.6,45.4,-34.12,Negative
Useless App,2022-10-28 15:14:56,4.28.0,0.0,73.7,26.3,-42.15,Negative
Naic,2022-10-27 18:22:07,4.28.0,0.0,0.0,100.0,0.0,Neutral
Nice,2022-10-27 08:30:32,4.27.0,100.0,0.0,0.0,42.15,Positive
Good,2022-10-26 08:19:42,4.28.0,100.0,0.0,0.0,44.04,Positive
Not working,2022-10-23 22:09:37,4.28.0,0.0,0.0,100.0,0.0,Neutral
Very good apps,2022-10-23 12:20:55,,61.5,0.0,38.5,49.27,Positive
Good,2022-10-21 12:06:54,,100.0,0.0,0.0,44.04,Positive
Best app,2022-10-20 14:56:36,4.22.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Good,2022-10-19 03:27:03,4.28.0,100.0,0.0,0.0,44.04,Positive
I love this app,2022-10-17 15:27:48,4.28.0,67.7,0.0,32.300000000000004,63.690000000000005,Positive
Good network,2022-10-17 12:56:30,4.28.0,74.4,0.0,25.6,44.04,Positive
Very nice,2022-10-17 11:20:56,4.24.0,75.6,0.0,24.4,47.54,Positive
Beautiful,2022-10-17 10:15:48,4.28.0,100.0,0.0,0.0,59.940000000000005,Positive
Good,2022-10-15 10:22:34,,100.0,0.0,0.0,44.04,Positive
Nice,2022-10-15 08:39:07,,100.0,0.0,0.0,42.15,Positive
Uj,2022-10-13 08:26:16,4.27.0,0.0,0.0,100.0,0.0,Neutral
Good app,2022-10-10 16:58:31,4.27.0,74.4,0.0,25.6,44.04,Positive
The app keeps logging out,2022-10-10 03:19:24,4.27.0,0.0,0.0,100.0,0.0,Neutral
Very nice stc sim good network,2022-10-09 04:00:22,4.25.0,60.0,0.0,40.0,71.78,Positive
always errors not working all the time in android,2022-10-08 15:59:41,4.27.0,0.0,23.1,76.9,-34.0,Negative
Very poor service,2022-10-08 07:30:01,4.27.0,0.0,62.9,37.1,-52.559999999999995,Negative
Good,2022-10-06 11:12:27,3.15.0,100.0,0.0,0.0,44.04,Positive
Why this app keeps signing out again and again please fix it,2022-10-06 06:34:57,4.27.0,17.299999999999997,0.0,82.69999999999999,31.819999999999997,Positive
Bad,2022-10-05 08:52:03,4.25.1,0.0,100.0,0.0,-54.230000000000004,Negative
Nc,2022-10-05 01:27:53,,0.0,0.0,100.0,0.0,Neutral
Mobily much better,2022-10-04 23:05:56,4.26.0,59.199999999999996,0.0,40.8,44.04,Positive
Ok,2022-10-04 21:40:53,4.27.0,100.0,0.0,0.0,29.599999999999998,Positive
Bod apps,2022-10-03 12:15:51,,0.0,0.0,100.0,0.0,Neutral
Like,2022-10-03 08:14:22,4.27.0,100.0,0.0,0.0,36.120000000000005,Positive
Love you,2022-10-03 02:40:34,4.25.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Very good app,2022-10-01 07:31:42,4.25.1,61.5,0.0,38.5,49.27,Positive
Not good internet speed very slow,2022-09-30 10:43:41,,0.0,32.5,67.5,-34.12,Negative
Hh,2022-09-30 07:08:02,4.25.1,0.0,0.0,100.0,0.0,Neutral
Better,2022-09-29 09:19:12,4.24.0,100.0,0.0,0.0,44.04,Positive
Add my offer,2022-09-29 06:59:37,4.27.0,0.0,0.0,100.0,0.0,Neutral
Apps important,2022-09-28 07:50:30,,64.3,0.0,35.699999999999996,20.23,Positive
Crashing all the time at login screen for android,2022-09-27 12:26:06,4.27.0,0.0,0.0,100.0,0.0,Neutral
Worst app,2022-09-26 12:27:02,4.27.0,0.0,80.4,19.6,-62.49,Negative
Very Good,2022-09-25 04:05:14,4.27.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-09-24 07:59:42,,100.0,0.0,0.0,44.04,Positive
Good,2022-09-23 11:12:51,4.27.0,100.0,0.0,0.0,44.04,Positive
Why you remove the international call for Philippines,2022-09-23 01:57:45,4.27.0,0.0,0.0,100.0,0.0,Neutral
stc gud and nice beauty and sensitive company i like stc,2022-09-22 21:28:18,4.27.0,56.49999999999999,0.0,43.5,84.42,Positive
Nice one,2022-09-22 17:23:49,,73.7,0.0,26.3,42.15,Positive
This program is now not like before very bad service It makes the mood worse,2022-09-22 13:44:14,4.27.0,0.0,42.9,57.099999999999994,-84.03,Negative
WASEEM,2022-09-22 04:32:14,4.27.0,0.0,0.0,100.0,0.0,Neutral
nice helipful app,2022-09-20 04:42:37,,58.3,0.0,41.699999999999996,42.15,Positive
Nic,2022-09-18 13:45:47,4.27.0,0.0,0.0,100.0,0.0,Neutral
Best App,2022-09-18 05:17:23,4.27.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Good and super,2022-09-18 01:43:10,4.27.0,87.2,0.0,12.8,77.83,Positive
Good,2022-09-16 05:00:23,4.25.1,100.0,0.0,0.0,44.04,Positive
worst mobile app,2022-09-15 23:29:50,4.27.0,0.0,67.2,32.800000000000004,-62.49,Negative
Very bad,2022-09-14 11:16:53,4.26.0,0.0,79.10000000000001,20.9,-58.489999999999995,Negative
Nc post,2022-09-14 10:53:48,,0.0,0.0,100.0,0.0,Neutral
Good,2022-09-12 10:57:47,4.27.0,100.0,0.0,0.0,44.04,Positive
Lovely,2022-09-11 08:02:15,4.27.0,100.0,0.0,0.0,58.589999999999996,Positive
Excellent service for all,2022-09-08 20:17:26,4.27.0,55.2,0.0,44.800000000000004,57.19,Positive
good apps,2022-09-08 15:19:56,4.27.0,74.4,0.0,25.6,44.04,Positive
Ok,2022-09-08 08:34:48,,100.0,0.0,0.0,29.599999999999998,Positive
Good,2022-09-07 07:27:53,,100.0,0.0,0.0,44.04,Positive
Nice one good,2022-09-07 04:09:46,4.27.0,85.1,0.0,14.899999999999999,69.08,Positive
The worst app ever,2022-09-07 02:46:43,4.27.0,0.0,57.699999999999996,42.3,-62.49,Negative
Nic,2022-09-07 02:31:22,4.27.0,0.0,0.0,100.0,0.0,Neutral
Say good bye to your money,2022-09-07 00:43:37,4.27.0,36.7,0.0,63.3,44.04,Positive
wasted app,2022-09-06 22:20:54,4.27.0,0.0,76.2,23.799999999999997,-49.39,Negative
Worst App and Worst STC,2022-09-06 13:49:28,,0.0,73.2,26.8,-84.81,Negative
The app crashes when starting,2022-09-05 06:16:46,4.26.0,0.0,0.0,100.0,0.0,Neutral
Wery best,2022-09-04 22:41:22,4.26.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Nice app,2022-09-04 13:18:41,4.26.0,73.7,0.0,26.3,42.15,Positive
Poor internet connection and service very very bad,2022-09-03 10:36:50,4.25.1,0.0,54.400000000000006,45.6,-80.04,Negative
Good,2022-09-01 10:13:04,4.26.0,100.0,0.0,0.0,44.04,Positive
best,2022-09-01 08:44:17,4.26.0,100.0,0.0,0.0,63.690000000000005,Positive
Good,2022-09-01 08:37:49,,100.0,0.0,0.0,44.04,Positive
Very good,2022-09-01 00:06:07,4.26.0,76.2,0.0,23.799999999999997,49.27,Positive
Good app,2022-08-31 16:12:12,4.26.0,74.4,0.0,25.6,44.04,Positive
Good,2022-08-31 13:29:12,4.26.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-08-31 12:41:04,4.23.0,100.0,0.0,0.0,42.15,Positive
My stc is good service,2022-08-31 12:18:17,4.26.0,42.0,0.0,57.99999999999999,44.04,Positive
App not open,2022-08-31 05:34:12,,0.0,0.0,100.0,0.0,Neutral
Good Service,2022-08-30 10:42:39,4.26.0,74.4,0.0,25.6,44.04,Positive
Good,2022-08-30 06:54:54,4.26.0,100.0,0.0,0.0,44.04,Positive
Aslamkhaan,2022-08-30 05:15:02,4.26.0,0.0,0.0,100.0,0.0,Neutral
Love it,2022-08-29 23:52:31,4.26.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Ginoo po,2022-08-29 06:31:36,4.26.0,0.0,78.3,21.7,-55.74,Negative
Not working,2022-08-29 02:12:32,4.25.1,0.0,0.0,100.0,0.0,Neutral
Not open my app,2022-08-28 23:42:22,4.26.0,0.0,0.0,100.0,0.0,Neutral
I did download but nothing offer for internet,2022-08-28 05:45:21,4.26.0,0.0,0.0,100.0,0.0,Neutral
Imran kaha,2022-08-28 05:02:41,4.26.0,0.0,0.0,100.0,0.0,Neutral
So bad this App I dont know why I have always deducted my load How to solve this,2022-08-28 04:22:09,4.25.1,9.2,19.400000000000002,71.5,-45.76,Negative
Good,2022-08-27 21:49:01,4.20.0,100.0,0.0,0.0,44.04,Positive
Awesome,2022-08-27 07:00:11,,100.0,0.0,0.0,62.49,Positive
Very good app,2022-08-26 05:47:21,,61.5,0.0,38.5,49.27,Positive
See pool are e was,2022-08-25 21:28:30,4.26.0,0.0,0.0,100.0,0.0,Neutral
Very nice,2022-08-25 11:17:43,,75.6,0.0,24.4,47.54,Positive
After new update cant see my net balance,2022-08-25 06:01:39,4.26.0,0.0,0.0,100.0,0.0,Neutral
Very bad application,2022-08-25 03:55:10,4.26.0,0.0,65.5,34.5,-58.489999999999995,Negative
Maximum time showing that something went wrong,2022-08-25 02:48:36,4.24.0,0.0,34.1,65.9,-47.67,Negative
Its wonderful to use this app,2022-08-24 21:48:15,4.26.0,42.5,0.0,57.49999999999999,57.19,Positive
Good,2022-08-24 19:45:42,,100.0,0.0,0.0,44.04,Positive
Good,2022-08-24 13:02:17,4.26.0,100.0,0.0,0.0,44.04,Positive
App not working some time,2022-08-24 05:13:17,4.26.0,0.0,0.0,100.0,0.0,Neutral
You are good job,2022-08-24 02:54:40,,49.2,0.0,50.8,44.04,Positive
Thankis,2022-08-24 01:35:32,,0.0,0.0,100.0,0.0,Neutral
Not bad,2022-08-23 17:20:33,4.26.0,74.0,0.0,26.0,43.1,Positive
How to delete account from my stc,2022-08-23 12:50:47,,0.0,0.0,100.0,0.0,Neutral
Very good,2022-08-22 12:18:48,4.23.0,76.2,0.0,23.799999999999997,49.27,Positive
Good working,2022-08-22 05:32:21,4.26.0,74.4,0.0,25.6,44.04,Positive
The best in ksa,2022-08-22 00:06:56,4.26.0,58.3,0.0,41.699999999999996,63.690000000000005,Positive
Good,2022-08-21 07:45:25,4.26.0,100.0,0.0,0.0,44.04,Positive
Nice service,2022-08-20 03:02:12,4.26.0,73.7,0.0,26.3,42.15,Positive
Great app and very easy to use,2022-08-19 17:45:51,4.26.0,59.3,0.0,40.699999999999996,80.7,Positive
Mashalllha,2022-08-17 11:11:31,4.26.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-08-17 02:04:02,4.26.0,100.0,0.0,0.0,44.04,Positive
Nice work,2022-08-16 21:16:39,4.26.0,73.7,0.0,26.3,42.15,Positive
Update my stc card expired,2022-08-16 17:29:58,4.26.0,0.0,0.0,100.0,0.0,Neutral
Not working,2022-08-15 13:14:15,4.26.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-08-14 05:42:52,4.26.0,100.0,0.0,0.0,44.04,Positive
Excellent service,2022-08-14 03:49:44,4.25.1,78.7,0.0,21.3,57.19,Positive
Nice,2022-08-14 02:02:33,,100.0,0.0,0.0,42.15,Positive
Very good,2022-08-13 11:33:58,4.25.1,76.2,0.0,23.799999999999997,49.27,Positive
Nice,2022-08-12 12:39:57,,100.0,0.0,0.0,42.15,Positive
Good,2022-08-12 10:43:29,4.22.0,100.0,0.0,0.0,44.04,Positive
Oo,2022-08-12 06:27:36,,0.0,0.0,100.0,0.0,Neutral
Good aap,2022-08-12 03:04:19,4.25.1,74.4,0.0,25.6,44.04,Positive
Good,2022-08-12 00:19:56,4.25.1,100.0,0.0,0.0,44.04,Positive
I love stc services,2022-08-11 07:46:23,4.25.1,67.7,0.0,32.300000000000004,63.690000000000005,Positive
Good app,2022-08-09 12:15:57,,74.4,0.0,25.6,44.04,Positive
Good,2022-08-09 05:45:29,,100.0,0.0,0.0,44.04,Positive
Good app ksa,2022-08-08 20:38:45,4.23.0,59.199999999999996,0.0,40.8,44.04,Positive
Exccellent,2022-08-08 12:39:37,4.25.1,0.0,0.0,100.0,0.0,Neutral
Nice,2022-08-08 04:41:26,4.22.0,100.0,0.0,0.0,42.15,Positive
Very good,2022-08-07 11:21:35,4.23.0,76.2,0.0,23.799999999999997,49.27,Positive
Easy to subscribe thanks my stc,2022-08-07 10:09:14,4.25.1,59.199999999999996,0.0,40.8,70.03,Positive
Pathetic app,2022-08-06 15:07:04,4.25.1,0.0,78.7,21.3,-57.19,Negative
Very bad,2022-08-06 14:34:40,4.25.1,0.0,79.10000000000001,20.9,-58.489999999999995,Negative
Very good,2022-08-06 12:21:58,4.25.1,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-08-04 13:36:29,,100.0,0.0,0.0,44.04,Positive
Good,2022-08-04 09:56:57,4.25.1,100.0,0.0,0.0,44.04,Positive
Good app,2022-08-04 09:50:31,4.23.0,74.4,0.0,25.6,44.04,Positive
very good,2022-08-04 05:40:26,4.25.1,76.2,0.0,23.799999999999997,49.27,Positive
Awesome,2022-08-04 03:58:40,4.25.1,100.0,0.0,0.0,62.49,Positive
J my head n n,2022-08-03 09:52:38,,0.0,0.0,100.0,0.0,Neutral
Nice app,2022-08-02 23:23:40,4.25.1,73.7,0.0,26.3,42.15,Positive
Awesome very wonderful App,2022-08-02 07:09:26,,80.2,0.0,19.8,84.39,Positive
Good,2022-08-02 04:20:33,4.25.1,100.0,0.0,0.0,44.04,Positive
Nice,2022-08-01 09:45:54,4.7.0,100.0,0.0,0.0,42.15,Positive
Nice apps,2022-07-31 00:37:08,4.22.0,73.7,0.0,26.3,42.15,Positive
Good,2022-07-29 21:28:56,4.25.1,100.0,0.0,0.0,44.04,Positive
Good to use,2022-07-29 11:37:45,4.25.1,59.199999999999996,0.0,40.8,44.04,Positive
Good,2022-07-29 11:08:50,,100.0,0.0,0.0,44.04,Positive
MAZING,2022-07-29 08:29:06,,0.0,0.0,100.0,0.0,Neutral
Good,2022-07-28 07:02:58,4.25.1,100.0,0.0,0.0,44.04,Positive
the worst app ever if your willing to recharge it will be a pain,2022-07-27 19:35:27,4.25.1,0.0,40.2,59.8,-81.26,Negative
Excellent,2022-07-26 16:11:04,4.22.0,100.0,0.0,0.0,57.19,Positive
Very good,2022-07-25 20:09:15,4.23.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-07-25 10:01:32,4.22.0,100.0,0.0,0.0,44.04,Positive
A V,2022-07-25 02:00:26,4.25.1,0.0,0.0,0.0,0.0,Neutral
Good app,2022-07-24 12:24:55,4.25.1,74.4,0.0,25.6,44.04,Positive
Nice apps,2022-07-24 04:24:12,4.23.0,73.7,0.0,26.3,42.15,Positive
Good,2022-07-24 02:35:53,4.25.1,100.0,0.0,0.0,44.04,Positive
Good But Naw Less My Home Network Pleas Help,2022-07-24 01:05:31,4.25.1,44.0,0.0,56.00000000000001,67.05,Positive
Nice app,2022-07-23 23:08:14,,73.7,0.0,26.3,42.15,Positive
All the time change the packages special package is very expensive,2022-07-23 03:24:37,4.24.0,21.3,0.0,78.7,40.19,Positive
Nice,2022-07-22 14:10:50,4.7.0,100.0,0.0,0.0,42.15,Positive
Good,2022-07-22 13:04:00,,100.0,0.0,0.0,44.04,Positive
Super nice,2022-07-22 03:54:19,4.25.1,100.0,0.0,0.0,77.17,Positive
Nice,2022-07-21 19:32:25,4.25.1,100.0,0.0,0.0,42.15,Positive
pissing app,2022-07-21 09:36:37,4.25.1,0.0,73.0,27.0,-40.19,Negative
Very good apps,2022-07-20 23:10:31,4.23.0,61.5,0.0,38.5,49.27,Positive
Best app friendly to use,2022-07-20 14:49:46,4.25.1,71.2,0.0,28.799999999999997,81.26,Positive
Exellent,2022-07-20 01:10:49,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-07-18 11:48:11,4.23.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-07-18 02:45:23,4.25.1,100.0,0.0,0.0,42.15,Positive
Good,2022-07-17 23:00:55,4.25.1,100.0,0.0,0.0,44.04,Positive
Good,2022-07-17 12:36:36,,100.0,0.0,0.0,44.04,Positive
Very nice app,2022-07-17 06:19:58,4.20.0,60.699999999999996,0.0,39.300000000000004,47.54,Positive
Stc the best internet service in KSA,2022-07-16 05:56:27,4.25.1,41.199999999999996,0.0,58.8,63.690000000000005,Positive
Very easy to Recharge,2022-07-16 05:02:40,4.23.0,51.6,0.0,48.4,49.27,Positive
Good,2022-07-15 20:17:17,4.23.0,100.0,0.0,0.0,44.04,Positive
working good,2022-07-15 14:57:15,4.25.1,74.4,0.0,25.6,44.04,Positive
It is a good App,2022-07-14 20:17:39,4.25.1,49.2,0.0,50.8,44.04,Positive
Nice,2022-07-14 06:59:38,4.23.0,100.0,0.0,0.0,42.15,Positive
Good,2022-07-13 04:43:26,,100.0,0.0,0.0,44.04,Positive
Very good,2022-07-13 00:18:08,4.23.0,76.2,0.0,23.799999999999997,49.27,Positive
Hi r,2022-07-12 20:37:23,4.24.0,0.0,0.0,100.0,0.0,Neutral
Super,2022-07-11 11:09:14,4.23.0,100.0,0.0,0.0,59.940000000000005,Positive
No lik me,2022-07-11 00:30:47,4.23.0,0.0,52.400000000000006,47.599999999999994,-29.599999999999998,Negative
Good,2022-07-11 00:16:54,4.22.0,100.0,0.0,0.0,44.04,Positive
Good,2022-07-10 05:57:58,4.25.1,100.0,0.0,0.0,44.04,Positive
App Not open,2022-07-10 00:30:10,4.25.1,0.0,0.0,100.0,0.0,Neutral
Okkoii,2022-07-09 21:16:32,4.20.0,0.0,0.0,100.0,0.0,Neutral
When I need to open always I go to play store very funny app to a company with a million riyal income per day,2022-07-09 18:07:46,,23.7,0.0,76.3,68.01,Positive
Good,2022-07-09 03:01:19,,100.0,0.0,0.0,44.04,Positive
God job,2022-07-08 16:35:05,,67.7,0.0,32.300000000000004,27.32,Positive
Better,2022-07-08 11:29:40,4.22.0,100.0,0.0,0.0,44.04,Positive
Good,2022-07-08 06:49:24,4.8.1,100.0,0.0,0.0,44.04,Positive
Helpfull for manage data,2022-07-08 00:23:49,4.25.0,0.0,0.0,100.0,0.0,Neutral
Nice app,2022-07-07 22:23:13,4.23.0,73.7,0.0,26.3,42.15,Positive
Good,2022-07-06 22:56:12,,100.0,0.0,0.0,44.04,Positive
The support chat dose not show my chat,2022-07-06 15:49:55,4.25.0,27.800000000000004,0.0,72.2,40.19,Positive
Nice,2022-07-06 14:03:58,4.23.0,100.0,0.0,0.0,42.15,Positive
awesome,2022-07-06 09:37:31,4.25.0,100.0,0.0,0.0,62.49,Positive
Top,2022-07-06 09:33:53,4.23.0,100.0,0.0,0.0,20.23,Positive
Nice,2022-07-06 08:24:37,4.24.0,100.0,0.0,0.0,42.15,Positive
Very very bad network in Saudi Arabia,2022-07-06 04:39:49,4.24.0,0.0,40.400000000000006,59.599999999999994,-62.13999999999999,Negative
Fantastic,2022-07-06 00:12:38,4.23.0,100.0,0.0,0.0,55.74,Positive
This apps is cool and easy to use,2022-07-05 06:28:22,,46.400000000000006,0.0,53.6,63.690000000000005,Positive
Excellent,2022-07-05 05:50:03,,100.0,0.0,0.0,57.19,Positive
my stc app currently not working,2022-07-05 02:39:34,4.25.0,0.0,0.0,100.0,0.0,Neutral
Bad,2022-07-05 01:08:39,4.23.0,0.0,100.0,0.0,-54.230000000000004,Negative
Good service,2022-07-05 00:34:03,3.12.4,74.4,0.0,25.6,44.04,Positive
Good,2022-07-04 15:57:30,,100.0,0.0,0.0,44.04,Positive
Not wor for offline this app,2022-07-04 12:24:16,4.25.0,21.5,0.0,78.5,9.51,Positive
Nice,2022-07-04 09:25:21,4.23.0,100.0,0.0,0.0,42.15,Positive
Very good,2022-07-04 04:52:25,4.25.0,76.2,0.0,23.799999999999997,49.27,Positive
Need to improve,2022-07-04 01:26:39,4.0.2,59.199999999999996,0.0,40.8,44.04,Positive
Bill fair not good,2022-07-04 00:59:33,4.23.0,34.300000000000004,35.9,29.799999999999997,-2.74,Negative
Very amazing offer in this app show every time your pakege,2022-07-03 22:41:24,4.25.0,28.999999999999996,0.0,71.0,62.4,Positive
Very good,2022-07-03 14:08:29,4.24.0,76.2,0.0,23.799999999999997,49.27,Positive
Nice app,2022-07-03 11:09:50,4.23.0,73.7,0.0,26.3,42.15,Positive
Practical and easy to use application,2022-07-02 15:01:52,4.24.0,36.7,0.0,63.3,44.04,Positive
Server not good works very slow,2022-07-02 12:21:10,4.23.0,0.0,32.5,67.5,-34.12,Negative
Very good,2022-07-02 12:00:04,4.23.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-07-02 10:07:48,4.23.0,100.0,0.0,0.0,44.04,Positive
Good,2022-07-02 02:24:30,,100.0,0.0,0.0,44.04,Positive
Best,2022-07-01 23:11:38,4.24.0,100.0,0.0,0.0,63.690000000000005,Positive
Useful,2022-07-01 06:25:21,,100.0,0.0,0.0,44.04,Positive
Nice service enjoying,2022-06-30 17:14:51,,86.1,0.0,13.900000000000002,73.50999999999999,Positive
Good,2022-06-30 15:38:57,,100.0,0.0,0.0,44.04,Positive
Good,2022-06-30 08:26:56,4.21.0,100.0,0.0,0.0,44.04,Positive
App do not work,2022-06-30 05:56:35,4.24.0,0.0,0.0,100.0,0.0,Neutral
happy,2022-06-29 23:27:49,4.23.0,100.0,0.0,0.0,57.19,Positive
Good,2022-06-29 18:01:39,,100.0,0.0,0.0,44.04,Positive
Amazing service,2022-06-29 08:24:23,4.24.0,79.2,0.0,20.8,58.589999999999996,Positive
Excellent,2022-06-29 07:47:42,4.23.0,100.0,0.0,0.0,57.19,Positive
Excellent,2022-06-29 04:35:51,4.24.0,100.0,0.0,0.0,57.19,Positive
Good,2022-06-29 03:28:41,4.23.0,100.0,0.0,0.0,44.04,Positive
Good,2022-06-29 00:26:49,4.23.0,100.0,0.0,0.0,44.04,Positive
Its very good,2022-06-28 21:28:04,4.23.0,61.5,0.0,38.5,49.27,Positive
wonderful apps and helpful,2022-06-28 15:39:33,4.23.0,76.5,0.0,23.5,75.79,Positive
Best app,2022-06-28 13:50:34,,80.80000000000001,0.0,19.2,63.690000000000005,Positive
good,2022-06-28 09:34:22,4.23.0,100.0,0.0,0.0,44.04,Positive
Dis apps is better,2022-06-28 09:23:02,4.24.0,49.2,0.0,50.8,44.04,Positive
Internet is toooo slow very bad communication,2022-06-27 15:45:23,,0.0,38.7,61.3,-58.489999999999995,Negative
Bestttt,2022-06-27 11:46:37,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-06-27 11:43:32,4.23.0,100.0,0.0,0.0,44.04,Positive
Good,2022-06-27 10:58:21,4.24.0,100.0,0.0,0.0,44.04,Positive
Good apps,2022-06-27 10:34:58,,74.4,0.0,25.6,44.04,Positive
Easy and friendly to use App,2022-06-27 08:39:45,4.24.0,60.4,0.0,39.6,72.69,Positive
Good,2022-06-27 07:55:46,,100.0,0.0,0.0,44.04,Positive
Best,2022-06-27 07:53:00,4.23.0,100.0,0.0,0.0,63.690000000000005,Positive
good,2022-06-27 07:09:09,,100.0,0.0,0.0,44.04,Positive
Bad experience,2022-06-27 06:49:53,4.24.0,0.0,77.8,22.2,-54.230000000000004,Negative
Good,2022-06-27 06:42:09,4.23.0,100.0,0.0,0.0,44.04,Positive
Excellent,2022-06-27 03:51:13,4.23.0,100.0,0.0,0.0,57.19,Positive
Nice aps,2022-06-27 03:15:56,4.23.0,73.7,0.0,26.3,42.15,Positive
Good app,2022-06-27 02:43:23,4.24.0,74.4,0.0,25.6,44.04,Positive
Nice,2022-06-27 02:27:44,4.23.0,100.0,0.0,0.0,42.15,Positive
Bad app,2022-06-26 07:26:33,4.24.0,0.0,77.8,22.2,-54.230000000000004,Negative
Perfect,2022-06-26 07:24:24,4.19.0,100.0,0.0,0.0,57.19,Positive
Very good,2022-06-26 05:01:05,4.24.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-06-25 10:28:18,,100.0,0.0,0.0,44.04,Positive
Satisfied,2022-06-24 17:54:15,4.24.0,100.0,0.0,0.0,42.15,Positive
Nice app,2022-06-24 11:21:51,,73.7,0.0,26.3,42.15,Positive
Nice,2022-06-22 17:02:46,4.24.0,100.0,0.0,0.0,42.15,Positive
Good app,2022-06-22 05:03:37,4.24.0,74.4,0.0,25.6,44.04,Positive
Bacha bahdar,2022-06-22 00:16:34,4.24.0,0.0,0.0,100.0,0.0,Neutral
Apps Unable to launch or open,2022-06-21 22:21:50,,0.0,0.0,100.0,0.0,Neutral
Something went wrong always and i can not purschase data or recharge from it,2022-06-21 21:22:38,4.17.0,0.0,20.5,79.5,-47.67,Negative
Good,2022-06-21 21:03:34,4.24.0,100.0,0.0,0.0,44.04,Positive
Perfect,2022-06-21 10:11:09,4.2.1,100.0,0.0,0.0,57.19,Positive
Meh,2022-06-20 19:35:27,4.24.0,0.0,100.0,0.0,-7.720000000000001,Negative
Not working,2022-06-20 03:23:03,,0.0,0.0,100.0,0.0,Neutral
